WalkEmote:
84, 1146
772, 1146
1237, 1146
1239, 1146
1241, 1146
1243, 1146
1245, 1146
1247, 1146
1249, 1146
1251, 1146
1253, 1146
1255, 1146
1257, 1146
1259, 1146
1261, 1146
1263, 1146
1307, 7046
1309, 7046
1311, 7046
1313, 7046
1315, 7046
1317, 7046
1319, 7046
1379, 1146
1381, 1146
1383, 1146
1385, 1146
1387, 1146
1389, 1146
1391, 1146
1393, 1146
1395, 1146
1397, 1146
1399, 1146
1401, 1146
1403, 1146
1405, 1146
1407, 1146
1409, 1146
1413, 1146
2415, 7046
2416, 7046
2417, 7046
3053, 1146
3054, 1146
3170, 1146
3171, 1146
3172, 1146
3173, 1146
3174, 1146
3175, 1146
3176, 1146
3190, 1146
3192, 1146
3194, 1146
3196, 1146
3198, 1146
3200, 1146
3202, 1146
3204, 1146
4151, 1660
4153, 1663
4158, 1146
4170, 1146
4580, 1146
4582, 1146
4584, 1146
4675, 1146
4710, 1146
4718, 2064
4726, 1146
4734, 2076
4755, 2060
4862, 1146
4863, 1146
4864, 1146
4865, 1146
4910, 1146
4911, 1146
4912, 1146
4913, 1146
5016, 1146
5704, 1146
5706, 1146
5708, 1146
5710, 1146
5712, 1146
5714, 1146
5716, 1146
5718, 1146
5720, 1146
5722, 1146
5724, 1146
5726, 1146
5728, 1146
5730, 1146
5734, 1146
5736, 1146
6528, 2064
6562, 1146
6563, 1146
6562, 1146
6563, 1146
6599, 1146
6603, 1146
6609, 7046
6908, 1146
6910, 1146
6912, 1146
6914, 1146
7158, 7046
7809, 1146
9084, 1146
9091, 1146
9092, 1146
9093, 1146
10150, 1146
10440, 1146
10442, 1146
10444, 1146
10887, 5867
11694, 7046
11696, 7046
11698, 7046
11700, 7046
11716, 1146
11730, 7046
11736, 1146
11738, 1146
11953, 1146
13454, 7046
13430, 1146
13406, 1146
13629, 1146
13630, 1146
13631, 1146
13632, 1146
13633, 1146
13634, 1146
13635, 1146
13636, 1146
13637, 1146
13638, 1146
13639, 1146
13640, 1146
13641, 1146
13642, 1146
