RunEmote:
84, 1210
772, 1210
1237, 1210
1239, 1210
1241, 1210
1243, 1210
1245, 1210
1247, 1210
1249, 1210
1251, 1210
1253, 1210
1255, 1210
1257, 1210
1259, 1210
1261, 1210
1263, 1210
1307, 7039
1309, 7039
1311, 7039
1313, 7039
1315, 7039
1317, 7039
1319, 7039
1379, 1210
1381, 1210
1383, 1210
1385, 1210
1387, 1210
1389, 1210
1391, 1210
1393, 1210
1395, 1210
1397, 1210
1399, 1210
1401, 1210
1403, 1210
1405, 1210
1407, 1210
1409, 1210
1413, 1210
2415, 7039
2416, 7039
2417, 7039
3053, 1210
3054, 1210
3170, 1210
3171, 1210
3172, 1210
3173, 1210
3174, 1210
3175, 1210
3176, 1210
3190, 1210
3192, 1210
3194, 1210
3196, 1210
3198, 1210
3200, 1210
3202, 1210
3204, 1210
4151, 1661
4153, 1664
4158, 1210
4170, 1210
4580, 1210
4582, 1210
4584, 1210
4675, 1210
4710, 1210
4726, 1210
4734, 2077
4755, 1831
4862, 1210
4863, 1210
4864, 1210
4865, 1210
4910, 1210
4911, 1210
4912, 1210
4913, 1210
5016, 1210
5704, 1210
5706, 1210
5708, 1210
5710, 1210
5712, 1210
5714, 1210
5716, 1210
5718, 1210
5720, 1210
5722, 1210
5724, 1210
5726, 1210
5728, 1210
5730, 1210
5734, 1210
5736, 1210
6562, 1210
6563, 1210
6599, 1210
6603, 1210
6609, 7039
6908, 1210
6910, 1210
6912, 1210
6914, 1210
7158, 7039
7809, 1210
9084, 1210
9091, 1210
9092, 1210
9093, 1210
10150, 1210
10440, 1210
10442, 1210
10444, 1210
10887, 5868
11694, 7039
11696, 7039
11698, 7039
11700, 7039
11716, 1210
11730, 7039
11736, 1210
11738, 1210
11953, 1210
13406, 1210
13430, 1210
13454, 7039
13629, 1210
13630, 1210
13631, 1210
13632, 1210
13633, 1210
13634, 1210
13635, 1210
13636, 1210
13637, 1210
13638, 1210
13639, 1210
13640, 1210
13641, 1210
13642, 1210
